,station_id,station_name,station_latitude,station_longitude,label
237,303,San Pedro St at Hedding St,37.352601,-121.90573300000001,1
238,304,Jackson St at 5th St,37.3487586867,-121.8947978318,1
239,305,Ryland Park,37.342725,-121.89561699999999,1
240,306,Saint James Park,37.339301,-121.88993700000002,1
241,307,SAP Center,37.332692,-121.900084,1
242,308,San Pedro Square,37.336802,-121.89409009999999,1
243,309,San Jose City Hall,37.337391,-121.886995,1
244,31,Raymond Kimbell Playground,37.7838127093,-122.4345588684,2
245,310,San Fernando St at 4th St,37.335885,-121.88566000000002,1
246,311,Paseo De San Antonio at 2nd St,37.333798,-121.88694299999999,1
247,312,San Jose Diridon Station,37.329732,-121.90178200000001,1
248,313,Almaden Blvd at San Fernando St,37.331415,-121.8932,1
249,314,Santa Clara St at Almaden Blvd,37.333988,-121.894902,1
250,315,Market St at 45th St,37.834174,-122.27296799999999,0
251,316,San Salvador St at 1st St,37.330165,-121.88583100000001,1
252,317,San Salvador St at 9th St,37.333954999999996,-121.877349,1
253,318,San Carlos St at Market St,37.330698,-121.888979,1
254,321,5th St at Folsom,37.7801457035,-122.40307085239999,2
255,321,5th at Folsom,37.7801457035,-122.40307085239999,2
256,323,Broadway at Kearny,37.798013644,-122.4059504271,2
257,324,Union Square (Powell St at Post St),37.7882999782,-122.40853071209999,2
258,327,5th St at San Salvador St,37.332038681,-121.8817663193,1
259,33,Golden Gate Ave at Hyde St,37.7816495,-122.4154077,2
260,336,Potrero Ave and Mariposa St,37.7632809406,-122.4073773623,2
261,337,Webster St at 19th St,37.806969761,-122.2665882111,0
262,338,13th St at Franklin St,37.8031890811,-122.27057933809999,0
263,339,Jackson St at 11th St,37.8000016312,-122.2664380074,0
264,34,Father Alfred E Boeddeker Park,37.78398789999999,-122.41240800000001,2
265,340,Harmon St at Adeline St,37.849734999999995,-122.270582,0
266,341,Fountain Alley at S 2nd St,37.3361883003,-121.8892765045,1
267,342,Colin P Kelly Jr St at Townsend St (Temporary Site),37.7813828196,-122.38984107969999,2
268,343,Bryant St at 2nd St,37.7831719893,-122.3935720325,2
269,344,16th St Depot,37.766349,-122.396289,2
270,344,16th St Depot,37.766348585900005,-122.39629179239999,2
271,345,Hubbell St at 16th St,37.7664826964,-122.39827930930001,2
